,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
3468,Cadenza,Kia,Automatic,Saudi,Standard,2016,3.3,145000,63000
3469,APV,Others,Manual,Saudi,Standard,2016,1.6,329000,28000
3470,Victoria,Ford,Automatic,Saudi,Semi Full,2010,3.5,280000,26000
3471,Hiace,Toyota,Manual,Saudi,Standard,2017,2.7,223000,77000
3472,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,133000,48000
3473,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,20000,36000
3475,Yaris,Toyota,Automatic,Saudi,Full,2014,1.5,375000,24000
3476,Camry,Toyota,Automatic,Saudi,Full,2013,2.5,410000,40000
3477,Escalade,Cadillac,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,180000
3478,A6,Audi,Automatic,Saudi,Semi Full,2013,3.0,74924,71500
3479,Maxima,Nissan,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,40000
3481,Navigator,Others,Automatic,Gulf Arabic,Full,2008,5.7,532000,35000
3482,Caprice,Chevrolet,Automatic,Saudi,Standard,2006,3.6,380000,5000
3483,Victoria,Ford,Automatic,Saudi,Full,2011,4.6,128,48000
3486,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,69000,28000
3487,Innova,Toyota,Automatic,Saudi,Standard,2020,2.7,50000,83000
3488,Cadenza,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
3489,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,28000,95000
3490,Odyssey,Honda,Automatic,Saudi,Full,2016,6.0,189000,57000
3492,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,33504,38000
3495,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,114000,32000
3498,Impala,Chevrolet,Automatic,Other,Full,2015,3.6,169000,72000
3499,Ciocca,Toyota,Automatic,Saudi,Semi Full,2014,1.6,28000,75000
3501,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,200,60000
3502,Yukon,GMC,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
3504,FJ,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
3505,The 5,BMW,Automatic,Saudi,Semi Full,2015,2.0,89000,80000
3506,Sonata,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,18000
3508,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,166,55000
3509,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2018,5.3,112000,77000
3510,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,27000
3511,Datsun,Nissan,Manual,Other,Full,2015,2.4,261000,35000
3512,H6,Others,Automatic,Saudi,Full,2020,2.0,2000,69000
3515,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2018,4.0,81499,123000
3517,Z370,Nissan,Automatic,Saudi,Semi Full,2015,3.7,111075,80000
3518,Hiace,Toyota,Manual,Saudi,Standard,2012,2.7,126000,35000
3519,Fusion,Ford,Automatic,Saudi,Standard,2016,2.5,107590,54500
3520,C,Mercedes,Automatic,Other,Full,2015,2.0,82000,109000
3523,S,Mercedes,Automatic,Saudi,Full,2012,3.0,140000,95000
3524,Expedition,Ford,Automatic,Saudi,Semi Full,2012,3.6,170000,45000
3525,FJ,Toyota,Automatic,Saudi,Full,2014,9.0,308000,75000
3527,S,Mercedes,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
3530,Land Cruiser,Toyota,Automatic,Saudi,Full,2014,4.6,310000,100000
3531,Accent,Hyundai,Automatic,Saudi,Standard,2013,1.4,85000,16000
3534,Tahoe,Chevrolet,Automatic,Saudi,Standard,2018,5.3,39000,147000
3535,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,4.6,250000,85000
3537,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.8,75000,70000
3538,Accord,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
3539,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,24000
3540,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.8,91000,67000
3541,X-Trail,Nissan,Automatic,Saudi,Semi Full,2017,2.5,99000,62000
3542,Other,Geely,Automatic,Saudi,Full,2017,1.4,45000,36000
3543,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,28500
3545,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,84000,51000
3547,Corolla,Toyota,Automatic,Saudi,Full,2020,1.6,58000,65000
3549,Grand Cherokee,Jeep,Automatic,Saudi,Full,2014,5.7,120000,85000
3550,Impala,Chevrolet,Automatic,Saudi,Standard,2016,3.5,139000,65000
3551,Azera,Hyundai,Automatic,Saudi,Standard,2018,3.5,98530,56500
3553,Impala,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
3554,Sierra,GMC,Automatic,Saudi,Semi Full,2016,6.0,450000,71000
3555,Camry,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
3556,H6,Others,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
3557,ES,Lexus,Automatic,Saudi,Full,2019,2.0,47000,190000
3558,Cerato,Kia,Automatic,Saudi,Standard,2020,1.6,36000,53000
3560,Bus County,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,85000
3562,Seltos,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
3563,Sonata,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,348,22000
3567,Cerato,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
3568,Previa,Toyota,Automatic,Gulf Arabic,Full,2017,2.4,183000,70000
3569,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2020,3.5,3773,124500
3571,Datsun,Nissan,Manual,Saudi,Standard,2016,2.4,2389,62000
3572,Sunny,Nissan,Manual,Other,Semi Full,2007,2.8,300020,15000
3573,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,134000,66000
3574,CT-S,Cadillac,Automatic,Saudi,Semi Full,2012,3.0,70000,50000
3575,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,176277,37000
3576,CS75,Changan,Automatic,Saudi,Full,2017,1.8,107000,37000
3577,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,79237,58500
3578,Hilux,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,62000
3579,X,BMW,Automatic,Saudi,Full,2014,5.0,138000,105000
3580,Sportage,Kia,Automatic,Saudi,Standard,2019,1.6,75000,60000
3581,Stinger,Kia,Automatic,Saudi,Full,2020,3.3,7000,160000
3582,C300,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,70000
3583,Avalon,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
3584,Yukon,GMC,Automatic,Saudi,Semi Full,2017,6.0,61339,155000
3585,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
3586,Corolla,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
3587,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,129000
3590,Land Cruiser,Toyota,Automatic,Other,Full,2003,4.6,225,35000
3591,Eado,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
3594,Yukon,GMC,Automatic,Saudi,Full,2009,6.2,20000,56000
3598,Furniture,Toyota,Automatic,Saudi,Semi Full,2018,2.7,224000,85000
3599,Explorer,Ford,Automatic,Saudi,Standard,2010,6.0,35000,160000
3600,Cadenza,Kia,Automatic,Saudi,Standard,2012,3.6,147000,25000
3601,GS,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
3603,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,29000
3604,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.0,79159,75000
3605,CX5,Mazda,Automatic,Saudi,Full,2021,2.5,845,129000
3606,ES,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
3607,Mustang,Ford,Manual,Other,Full,2004,4.6,172,35000
3609,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,70900,40000
3610,Rio,Kia,Automatic,Saudi,Standard,2017,1.4,144024,27500
3611,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,60000
3612,Caprice,Chevrolet,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
3614,X-Terra,Nissan,Automatic,Saudi,Full,2013,4.0,95000,61000
3615,Tahoe,Chevrolet,Automatic,Saudi,Full,2007,5.6,257000,35000
3617,CS35 Plus,Changan,Automatic,Saudi,Full,2020,1.4,64355,60000
3618,SRT,Chrysler,Automatic,Saudi,Full,2015,6.4,200,115000
3620,Sierra,GMC,Automatic,Saudi,Standard,2018,5.3,95000,93000
3621,Mustang,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,50000
3624,Expedition,Ford,Automatic,Other,Standard,2013,1.4,190000,47000
3625,The 7,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
3626,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,29000
3627,Taurus,Ford,Automatic,Other,Semi Full,2018,3.5,75000,96000
3629,CLA,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,110000
3630,Fusion,Ford,Automatic,Other,Semi Full,2012,2.5,300000,18000
3633,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,250000,32000
3634,Sonata,Hyundai,Automatic,Other,Full,2017,2.0,42157,55000
3636,Malibu,Chevrolet,Automatic,Saudi,Full,2014,2.6,138,27000
3637,Rio,Kia,Automatic,Saudi,Standard,2016,1.6,80000,25000
3639,Malibu,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,250000,30000
3642,Accord,Honda,Automatic,Saudi,Full,2016,3.5,89000,80000
3644,Taurus,Ford,Automatic,Other,Full,2010,3.5,254000,35000
3645,Camry,Toyota,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,50000
3646,Prado,Toyota,Automatic,Saudi,Standard,2011,4.0,263000,55000
3647,Land Cruiser,Toyota,Manual,Saudi,Standard,2004,4.6,425000,35000
3650,Rush,Toyota,Automatic,Saudi,Semi Full,2021,1.5,10000,55000
3651,Victoria,Ford,Automatic,Saudi,Semi Full,2015,4.6,130000,70000
3652,Land Cruiser Pickup,Toyota,Manual,Saudi,Standard,2014,6.0,192000,73000
3653,Focus,Ford,Automatic,Saudi,Standard,2014,1.5,75000,21000
3654,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2014,3.0,175000,72000
3656,Aveo,Chevrolet,Automatic,Other,Standard,2014,1.6,88000,13000
3657,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
3658,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2019,4.0,67000,95000
3659,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,194814,55000
3660,The 5,BMW,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,177000
3664,Hilux,Toyota,Manual,Saudi,Full,2017,2.7,100000,90000
3665,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,107000
3666,Eado,Changan,Automatic,Saudi,Full,2021,1.6,1000,60000
3667,ES,Lexus,Automatic,Saudi,Full,2007,3.5,250000,25000
3668,ES,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
3671,Hiace,Toyota,Manual,Saudi,Standard,2000,2.7,2000,12000
3673,Impala,Chevrolet,Automatic,Saudi,Standard,2018,3.6,52000,75000
3674,Elantra,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
3678,C300,Chrysler,Automatic,Saudi,Full,2005,5.7,300000,20000
3679,Picanto,Kia,Automatic,Saudi,Standard,2015,1.0,133000,18500
3680,Malibu,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
3681,Challenger,Dodge,Automatic,Other,Full,2018,4.5,90000,113000
3682,D-MAX,Isuzu,Manual,Saudi,Standard,2018,2.5,203957,68500
3683,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2017,5.7,55000,153000
3684,Sierra,GMC,Automatic,Saudi,Standard,2011,5.3,272000,41000
3686,Prado,Toyota,Manual,Gulf Arabic,Semi Full,2003,4.0,450000,30000
3688,Hiace,Toyota,Manual,Saudi,Standard,2016,2.4,245743,65000
3689,K5,Kia,Automatic,Saudi,Semi Full,2021,2.5,12000,94000
3690,Accord,Honda,Automatic,Saudi,Standard,2012,1.0,251000,38000
3693,Furniture,Toyota,Automatic,Saudi,Full,2016,4.0,235000,85000
3694,X-Trail,Nissan,Automatic,Saudi,Full,2018,2.5,86500,74000
3695,Patrol,Nissan,Automatic,Saudi,Standard,2016,4.8,93000,83000
3697,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,38000
3698,Accord,Honda,Automatic,Saudi,Full,2016,3.5,350000,50000
3700,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,57000,35000
3703,Armada,Nissan,Automatic,Saudi,Full,2012,5.6,138000,60000
3705,Charger,Dodge,Automatic,Saudi,Full,2013,5.7,144000,59000
3706,Charger,Dodge,Automatic,Saudi,Standard,2018,3.6,99288,84500
3708,Maxima,Nissan,Automatic,Saudi,Semi Full,2017,1.0,121000,64000
3709,Hilux,Toyota,Automatic,Saudi,Full,2012,2.7,127000,65000
3710,Yukon,GMC,Automatic,Saudi,Full,2013,5.3,194000,80000
3712,6,Mazda,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,40000
3713,C,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.0,5000,187000
3714,CX9,Mazda,Automatic,Saudi,Standard,2020,2.5,20000,115000
3716,Camry,Toyota,Manual,Other,Full,2007,1.1,450000,11000
3717,Blazer,Chevrolet,Automatic,Saudi,Standard,2015,3.6,180000,40000
3718,H1,Hyundai,Automatic,Saudi,Full,2014,2.4,146000,40000
3719,Sorento,Kia,Automatic,Saudi,Standard,2015,3.3,94283,55500
3721,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,129000,55000
3722,Expedition,Ford,Automatic,Saudi,Standard,2014,5.4,243500,45000
3724,Fluence,Renault,Automatic,Saudi,Semi Full,2014,1.6,135000,18000
3730,Optima,Kia,Automatic,Saudi,Standard,2018,2.4,40000,55000
3734,Yukon,GMC,Automatic,Saudi,Semi Full,2018,6.0,168000,150000
3736,Camry,Toyota,Automatic,Saudi,Standard,2016,2.5,17000,35000
3744,Land Cruiser,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.5,480000,62000
3746,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,56000,71000
3748,Camry,Toyota,Automatic,Gulf Arabic,Standard,2015,2.4,161000,55000
3749,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2017,3.5,89000,62000
3750,C,Mercedes,Automatic,Other,Full,2017,2.0,62000,186000
3753,Sorento,Kia,Manual,Saudi,Full,2006,3.5,257000,15000
3754,Innova,Toyota,Automatic,Saudi,Standard,2017,2.7,85218,64000
3755,X-Trail,Nissan,Automatic,Saudi,Semi Full,2017,2.5,331612,46000
3757,Cadenza,Kia,Automatic,Saudi,Standard,2019,3.3,73000,65000
3758,IS,Lexus,Automatic,Other,Full,2016,3.5,96000,108000
3761,Sonata,Hyundai,Automatic,Saudi,Standard,2016,2.4,220000,43000
3762,Datsun,Nissan,Manual,Saudi,Semi Full,2015,2.0,130000,32000
3763,CT4,Cadillac,Automatic,Saudi,Semi Full,2020,3.7,5800,155000
3764,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,78000,135000
3766,Dokker,Renault,Manual,Saudi,Standard,2018,1.6,88000,30000
3768,Wrangler,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.4,43000,135000
3769,Camry,Toyota,Manual,Gulf Arabic,Full,2010,1.8,370,25000
3770,Sorento,Kia,Automatic,Saudi,Full,2016,3.3,116000,53000
3771,Bus County,Hyundai,Manual,Saudi,Full,2016,3.0,44000,97000
3774,Picanto,Kia,Automatic,Saudi,Standard,2015,1.0,142000,18500
3779,Accent,Hyundai,Automatic,Saudi,Standard,2016,1.4,98000,26000
3780,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,62400,40000
3781,Charger,Dodge,Automatic,Saudi,Full,2013,5.7,198000,39000
3782,Innova,Toyota,Automatic,Saudi,Standard,2017,2.7,106377,69500
3783,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103461,30000
3784,Accord,Honda,Automatic,Saudi,Semi Full,2017,2.5,95000,78000
3786,Accord,Honda,Automatic,Saudi,Semi Full,2014,2.4,59200,76500
3787,Prado,Toyota,Automatic,Saudi,Full,2015,1.6,55000,130000
3790,Sonata,Hyundai,Automatic,Saudi,Standard,2017,2.4,109191,54000
3794,Accord,Honda,Automatic,Saudi,Standard,2017,1.0,63000,88000
3795,Mustang,Ford,Automatic,Other,Full,2018,2.3,79000,122000
3796,Optra,Chevrolet,Automatic,Gulf Arabic,Full,2010,1.6,206000,8000
3798,Expedition,Ford,Automatic,Saudi,Standard,2012,5.4,182000,42500
3799,Prado,Toyota,Automatic,Saudi,Full,2014,2.7,157,80000
3800,G80,Genesis,Automatic,Saudi,Standard,2018,3.8,52329,93500
3801,C,Mercedes,Automatic,Other,Semi Full,2015,2.0,187000,94000
3802,F Type,Others,Automatic,Gulf Arabic,Full,2016,3.0,42000,190000
3805,Marquis,Ford,Automatic,Other,Full,2011,4.0,327000,26000
3806,Yaris,Toyota,Automatic,Saudi,Standard,2015,1.5,193265,26500
3808,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,98659,27500
3809,Elantra,Hyundai,Automatic,Saudi,Standard,2017,1.6,229507,35500
3810,LX,Lexus,Automatic,Gulf Arabic,Semi Full,2014,2.4,168000,190000
3812,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.0,74522,79500
3813,Pathfinder,Nissan,Automatic,Saudi,Semi Full,2006,3.5,300000,13000
3814,Sonata,Hyundai,Automatic,Other,Full,2015,2.0,110000,43000
3817,Victoria,Ford,Automatic,Other,Semi Full,2011,4.6,230,28000
3819,Navigator,Others,Automatic,Saudi,Full,2011,5.4,200000,60000
3820,Seltos,Kia,Automatic,Saudi,Semi Full,2020,1.6,4800,73000
3821,Quattroporte,Others,Automatic,Saudi,Full,2015,3.0,125000,125000
3822,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,33613,40000
3823,CC,Volkswagen,Automatic,Saudi,Full,2012,2.0,210000,27000
3825,Datsun,Nissan,Manual,Other,Standard,2008,2.4,180,30000
3827,6,Mazda,Automatic,Saudi,Standard,2017,2.5,175000,50000
3829,Elantra,Hyundai,Automatic,Saudi,Full,2014,2.0,119000,33000
3830,ASX,Mitsubishi,Automatic,Saudi,Full,2020,2.0,22000,67000
3832,Range Rover,Land Rover,Automatic,Saudi,Full,2018,5.0,26000,170000
3833,Carens,Kia,Automatic,Saudi,Semi Full,2015,1.6,37000,33000
3837,Hilux,Toyota,Manual,Gulf Arabic,Full,2014,2.4,230000,61000
3839,Yukon,GMC,Automatic,Saudi,Semi Full,2005,5.7,160,45000
3841,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,30000,46000
3842,C300,Chrysler,Automatic,Saudi,Full,2018,5.7,34000,80000
3843,Datsun,Nissan,Manual,Saudi,Standard,2016,2.5,151000,37000
3845,Prado,Toyota,Automatic,Saudi,Full,2014,4.0,314000,95000
3847,E,Mercedes,Automatic,Other,Full,2015,2.2,127000,85000
3848,Range Rover,Land Rover,Automatic,Saudi,Semi Full,2013,8.7,177,88000
3851,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,138000,31000
3853,Taurus,Ford,Automatic,Other,Semi Full,2016,3.5,125000,67000
3854,Elantra,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,35000,63500
3856,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,75000,73000
3857,Sierra,GMC,Automatic,Saudi,Full,2013,5.3,334,45000
3861,Other,Honda,Manual,Saudi,Semi Full,2005,4.0,100,20000
3865,Sierra,GMC,Automatic,Saudi,Full,2011,6.2,165000,65000
3866,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,209000,57000
3868,Caprice,Chevrolet,Automatic,Saudi,Standard,2014,6.0,180000,70000
3869,Maxima,Nissan,Automatic,Gulf Arabic,Full,2010,3.0,280000,22000
3871,Elantra,Hyundai,Automatic,Other,Full,2021,2.0,3000,90000
3872,C,Mercedes,Automatic,Gulf Arabic,Standard,2015,2.4,127000,102000
3873,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,105000
3874,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,47286,49000
3876,Armada,Nissan,Automatic,Saudi,Semi Full,2006,5.6,100000,12000
3877,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2017,4.6,200000,180000
3885,Land Cruiser,Toyota,Manual,Gulf Arabic,Full,2019,4.6,74000,180000
3886,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,67000,90000
3888,IS,Lexus,Automatic,Saudi,Full,2017,3.5,69000,150000
3889,Hilux,Toyota,Manual,Saudi,Standard,2016,2.4,250000,58000
3890,Taurus,Ford,Automatic,Saudi,Semi Full,2016,3.5,118000,65000
3891,Charger,Dodge,Automatic,Saudi,Full,2018,5.7,85000,130000
3895,Range Rover,Land Rover,Automatic,Saudi,Full,2006,5.0,220000,30000
3897,XT5,Cadillac,Automatic,Saudi,Standard,2017,3.6,24000,130000
3898,Yukon,GMC,Automatic,Saudi,Semi Full,2013,5.3,289000,55000
3899,XT5,Cadillac,Automatic,Saudi,Full,2017,3.6,183000,108000
3900,Accord,Honda,Automatic,Saudi,Full,2018,2.0,105000,85000
3901,Hilux,Toyota,Manual,Saudi,Full,2017,2.7,62000,87000
3903,Taurus,Ford,Automatic,Other,Full,2016,3.5,72000,75000
3904,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,240000,35000
3905,G80,Genesis,Automatic,Saudi,Semi Full,2017,3.8,240000,80000
3907,6,Mazda,Automatic,Saudi,Standard,2018,2.5,198,55000
3910,Ciocca,Toyota,Automatic,Saudi,Semi Full,2016,5.7,390,90000
3911,Impala,Chevrolet,Automatic,Saudi,Standard,2016,3.5,192000,65000
3912,Corolla,Toyota,Automatic,Other,Semi Full,2017,1.6,75000,55000
3915,Azera,Hyundai,Automatic,Saudi,Semi Full,2008,2.7,407767,17000
3916,A6,Audi,Automatic,Saudi,Full,2016,3.0,77000,90000
3917,Tahoe,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,97000,135000
3921,Sonata,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,215000,28000
3922,Acadia,GMC,Automatic,Saudi,Full,2008,3.6,220000,20000
3923,Taurus,Ford,Automatic,Other,Semi Full,2018,3.5,100000,89000
3924,KICKS,Nissan,Automatic,Saudi,Standard,2019,1.5,28000,58000
3925,Yukon,GMC,Automatic,Saudi,Standard,2014,5.3,92000,90000
3926,Tuscani,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,95000,55000
3927,Grand Cherokee,Jeep,Automatic,Saudi,Full,2015,5.7,215000,65000
3930,Rio,Kia,Automatic,Saudi,Semi Full,2016,1.4,138000,30000
3934,Cerato,Kia,Automatic,Saudi,Semi Full,2016,1.6,159,33000
3935,Grand Cherokee,Jeep,Automatic,Saudi,Standard,2015,3.6,148,69500
3939,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,87042,29500
3941,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,35000
3944,A,Mercedes,Automatic,Saudi,Standard,2020,2.0,10770,165000
3945,Accent,Hyundai,Automatic,Saudi,Standard,2016,1.4,115,22500
3946,Innova,Toyota,Automatic,Saudi,Full,2017,2.4,167000,70000
3947,Camry,Toyota,Automatic,Saudi,Full,2018,3.5,24000,106000
3950,Duster,Renault,Automatic,Saudi,Standard,2018,2.0,53811,29500
3952,Elantra,Hyundai,Automatic,Saudi,Full,2018,2.0,142,52000
3954,4Runner,Toyota,Automatic,Saudi,Full,2018,6.1,115150,95000
3955,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2013,5.7,200000,57000
3956,Camry,Toyota,Automatic,Saudi,Full,2012,2.5,265000,32000
3957,Creta,Hyundai,Automatic,Saudi,Standard,2020,1.6,65357,55000
3958,ATS,Cadillac,Automatic,Gulf Arabic,Full,2018,2.0,51000,125000
3963,Expedition,Ford,Automatic,Saudi,Semi Full,2007,3.5,241271,25000
3966,Sonata,Hyundai,Manual,Saudi,Standard,2013,2.4,490000,16000
3967,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,78000,36000
3968,Land Cruiser 70,Toyota,Manual,Gulf Arabic,Semi Full,2019,4.0,131592,116000
3970,A,Mercedes,Automatic,Gulf Arabic,Standard,2020,2.0,12500,150000
3971,CRV,Honda,Automatic,Gulf Arabic,Full,2010,2.7,105000,35000
3973,G80,Genesis,Automatic,Saudi,Full,2013,3.8,124,55000
3975,Camry,Toyota,Automatic,Saudi,Full,2016,2.5,155,58000
3978,Taurus,Ford,Automatic,Other,Full,2019,3.5,32714,109000
3979,Tucson,Hyundai,Automatic,Saudi,Standard,2015,2.0,69000,45000
3981,Sportage,Kia,Automatic,Other,Standard,2016,2.0,55000,68000
3982,Yukon,GMC,Automatic,Other,Semi Full,2015,5.3,292000,75000
3985,Elantra,Hyundai,Automatic,Saudi,Full,2014,1.6,410000,25000
3986,The 4,BMW,Automatic,Gulf Arabic,Full,2015,2.0,122000,110000
3987,Marquis,Ford,Automatic,Other,Full,2003,1.0,300,9000
3988,Picanto,Kia,Automatic,Saudi,Semi Full,2017,1.4,148000,20000
3989,Mustang,Ford,Automatic,Other,Full,2019,2.3,41000,123000
3990,FJ,Toyota,Automatic,Saudi,Standard,2020,4.0,46000,135000
3993,S,Mercedes,Automatic,Gulf Arabic,Semi Full,2012,3.0,131000,95000
3996,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.4,120966,49000
3997,Accord,Honda,Automatic,Other,Standard,2017,2.4,141000,55000
3998,Corolla,Toyota,Automatic,Gulf Arabic,Semi Full,2015,2.5,96000,40000
3999,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2016,2.6,92000,98000
4004,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.5,98257,49000
4005,Prado,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,82000,149500
4006,Prado,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,19054,162500
4010,Sonata,Hyundai,Automatic,Saudi,Full,2018,2.4,84315,72500
4011,Civic,Honda,Automatic,Saudi,Semi Full,2020,1.6,25000,68000
4014,Accord,Honda,Automatic,Gulf Arabic,Standard,2019,1.5,28000,88000
4015,Edge,Ford,Automatic,Saudi,Full,2014,3.5,186000,54000
4016,Accord,Honda,Automatic,Saudi,Full,2014,2.4,480000,40000
4019,Elantra,Hyundai,Manual,Saudi,Semi Full,2012,1.7,300,15000
4021,Carnival,Kia,Automatic,Saudi,Semi Full,2013,3.5,256000,28000
4022,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.6,112000,32000
